Spends,Spends band,Fraud,Type of swipe
1516050,3,0,Online 
168450,3,0,Online 
112187.7,2,0,Online 
561387.7,3,0,Online 
202027.7,3,0,Online 
30208.7,1,0,Online 
449424.6,3,0,Online 
56150,1,0,Online 
105786.6,2,0,Online 
9994.7,1,0,Online 
11230,1,0,Online 
11230,1,0,Online 
1122438.5,3,0,Online 
8534.8,1,0,Online 
11230,1,0,Online 
184172,3,0,Online 
2188165.5,3,0,Online 
11416530.3,3,0,Online 
59406.7,2,0,Online 
167888.5,2,0,Online 
112300,2,0,Online 
3308919.5,3,0,Online 
11230,1,0,Online 
14486.7,1,0,Online 
22235.4,1,0,Online 
1347.6,1,0,Online 
110952.4,2,0,Online 
1373092.1,3,0,Online 
190910,3,0,Online 
359360,3,0,Online 
40091.1,1,0,Online 
56037.7,1,0,Online 
527585.4,3,0,Online 
642917.5,3,0,Online 
256605.5,3,0,Online 
807437,3,0,Online 
1019459.4,3,0,Online 
339595.2,3,0,Online 
3032100,3,0,Online 
203712.2,3,0,Online 
12378941.3,3,0,Online 
9994.7,1,0,Online 
9994.7,1,0,Online 
2118651.8,3,0,Online 
617088.5,3,0,Online 
2182213.6,3,0,Online 
11117.7,1,0,Online 
309386.5,3,0,Online 
85011.1,2,0,Online 
325670,3,0,Online 
129145,2,0,Online 
766222.9,3,0,Online 
963534,3,0,Online 
11230,1,0,Online 
943320,3,0,Online 
11117.7,1,0,Online 
129145,2,0,Online 
11117.7,1,0,Online 
561387.7,3,0,Online 
1916624.1,3,0,Online 
11230,1,0,Online 
33690,1,0,Online 
41438.7,1,0,Online 
11230,1,0,Online 
11230,1,0,Online 
55027,1,0,Online 
993742.7,3,0,Online 
168337.7,2,0,Online 
11230,1,0,Online 
20101.7,1,0,Online 
1053037.1,3,0,Online 
418879,3,0,Online 
409333.5,3,0,Online 
1501563.3,3,0,Online 
112187.7,2,0,Online 
339932.1,3,0,Online 
14486.7,1,0,Online 
11230,1,0,Online 
2695200,3,0,Online 
887170,3,0,Online 
40315.7,1,0,Online 
608666,3,0,Online 
133075.5,2,0,Online 
22235.4,1,0,Online 
6807738.3,3,0,Online 
280750,3,0,Online 
509392.8,3,0,Online 
23807.6,1,0,Online 
1067748.4,3,0,Online 
505350,3,0,Online 
60417.4,2,0,Online 
446617.1,3,0,Online 
12263160,3,0,Online 
802945,3,0,Online 
1587248.2,3,0,Online 
1145460,3,0,Online 
11230,1,0,Online 
546227.2,3,0,Online 
3582370,3,0,Online 
1617120,3,0,Online 
449200,3,0,Online 
123417.7,2,0,Online 
2380760,3,0,Online 
169909.9,3,0,Online 
1021368.5,3,0,Online 
506023.8,3,0,Online 
235830,3,0,Online 
2040940.2,3,0,Online 
14486.7,1,0,Online 
280750,3,0,Online 
33577.7,1,0,Online 
9994.7,1,0,Online 
336338.5,3,0,Online 
112300,2,0,Online 
219883.4,3,0,Online 
40428,1,0,Online 
11230,1,0,Online 
262445.1,3,0,Online 
25042.9,1,0,Online 
11230,1,0,Online 
278504,3,0,Online 
13026.8,1,0,Online 
5154233.1,3,0,Online 
781720.3,3,0,Online 
14486.7,1,0,Online 
1826784.1,3,0,Online 
105449.7,2,0,Online 
2924516.6,3,0,Online 
314103.1,3,0,Online 
3088250,3,0,Online 
25042.9,1,0,Online 
757463.5,3,0,Online 
291980,3,0,Online 
2751350,3,0,Online 
661110.1,3,0,Online 
0,1,0,Online 
1010700,3,0,Online 
290857,3,0,Online 
100957.7,2,0,Online 
393050,3,0,Online 
774870,3,0,Online 
270755.3,3,0,Online 
1122438.5,3,0,Online 
11230,1,0,Online 
2690371.1,3,0,Online 
3503760,3,0,Online 
9994.7,1,0,Online 
168450,3,0,Online 
20101.7,1,0,Online 
100957.7,2,0,Online 
752410,3,0,Online 
504227,3,0,Online 
280637.7,3,0,Online 
505237.7,3,0,Online 
516804.6,3,0,Online 
1901014.4,3,0,Online 
788233.7,3,0,Online 
1440359.8,3,0,Online 
1123000,3,0,Online 
83663.5,2,0,Online 
280750,3,0,Online 
179455.4,3,0,Online 
634944.2,3,0,Online 
2837821,3,0,Online 
529831.4,3,0,Online 
183610.5,3,0,Online 
280188.5,3,0,Online 
113310.7,2,0,Online 
10387750,3,0,Online 
505237.7,3,0,Online 
22235.4,1,0,Online 
168450,3,0,Online 
11230,1,0,Online 
636853.3,3,0,Online 
269520,3,0,Online 
280637.7,3,0,Online 
168450,3,0,Online 
448077,3,0,Online 
19989.4,1,0,Online 
1372642.9,3,0,Online 
26615.1,1,0,Online 
1717965.4,3,0,Online 
224038.5,3,0,Online 
314440,3,0,Online 
705805.5,3,0,Online 
132963.2,2,0,Online 
256156.3,3,0,Online 
11230000,3,0,Online 
14486.7,1,0,Online 
42337.1,1,0,Online 
213370,3,0,Online 
70973.6,2,0,Online 
225049.2,3,0,Online 
138241.3,2,0,Online 
179680,3,0,Online 
85123.4,2,0,Online 
946801.3,3,0,Online 
1749970.9,3,0,Online 
96578,2,0,Online 
67380,2,0,Online 
14486.7,1,0,Online 
1177465.5,3,0,Online 
11230,1,0,Online 
1448670,3,0,Online 
1352092,3,0,Online 
206182.8,3,0,Online 
1010587.7,3,0,Online 
955673,3,0,Online 
112075.4,2,0,Online 
11230,1,0,Online 
738035.6,3,0,Online 
190460.8,3,0,Online 
145877.7,2,0,Online 
157220,2,0,Online 
89727.7,2,0,Online 
2444321.8,3,0,Online 
33690,1,0,Online 
1100540,3,0,Online 
80406.8,2,0,Online 
11230,1,0,Online 
572730,3,0,Online 
303210,3,0,Online 
561387.7,3,0,Online 
8115134.9,3,0,Online 
100957.7,2,0,Online 
269520,3,0,Online 
3515326.9,3,0,Online 
100171.6,2,0,Online 
449200,3,0,Online 
322862.5,3,0,Online 
0,1,0,Online 
4531080.4,3,0,Online 
549708.5,3,0,Online 
270530.7,3,0,Online 
9994.7,1,0,Online 
1571077,3,0,Online 
494120,3,0,Online 
33353.1,1,0,Online 
292204.6,3,0,Online 
266375.6,3,0,Online 
9433.2,1,0,Online 
2052394.8,3,0,Online 
9994.7,1,0,Online 
145990,2,0,Online 
1909.1,1,0,Online 
1123000,3,0,Online 
1931560,3,0,Online 
359135.4,3,0,Online 
33577.7,1,0,Online 
466045,3,0,Online 
662570,3,0,Online 
19989.4,1,0,Online 
134647.7,2,0,Online 
1179150,3,0,Online 
561387.7,3,0,Online 
112187.7,2,0,Online 
224600,3,0,Online 
35936,1,0,Online 
393050,3,0,Online 
256942.4,3,0,Online 
155535.5,2,0,Online 
1617120,3,0,Online 
9994.7,1,0,Online 
190797.7,3,0,Online 
336338.5,3,0,Online 
512537.2,3,0,Online 
763864.6,3,0,Online 
56150,1,0,Online 
24256.8,1,0,Online 
1549740,3,0,Online 
8647.1,1,0,Online 
280637.7,3,0,Online 
43909.3,1,0,Online 
3828307,3,0,Online 
617537.7,3,0,Online 
25059745,3,0,Online 
437970,3,0,Online 
51208.8,1,0,Online 
220108,3,0,Online 
505350,3,0,Online 
112187.7,2,0,Online 
11230,1,0,Online 
97588.7,2,0,Online 
308263.5,3,0,Online 
1852950,3,0,Online 
13251.4,1,0,Online 
40315.7,1,0,Online 
22235.4,1,0,Online 
100957.7,2,0,Online 
11230,1,0,Online 
78497.7,2,0,Online 
8647.1,1,0,Online 
101968.4,2,0,Online 
9994.7,1,0,Online 
1399931.8,3,0,Online 
1459900,3,0,Online 
449200,3,0,Online 
11230,1,0,Online 
44920,1,0,Online 
34363.8,1,0,Online 
484462.2,3,0,Online 
491761.7,3,0,Online 
134760,2,0,Online 
67267.7,2,0,Online 
6295538,3,0,Online 
22235.4,1,0,Online 
35711.4,1,0,Online 
1396450.5,3,0,Online 
604735.5,3,0,Online 
154974,2,0,Online 
129145,2,0,Online 
1364220.4,3,0,Online 
965780,3,0,Online 
840565.5,3,0,Online 
693564.8,3,0,Online 
1123000,3,0,Online 
260536,3,0,Online 
1471466.9,3,0,Online 
893234.2,3,0,Online 
112187.7,2,0,Online 
103091.4,2,0,Online 
11230,1,0,Online 
764650.7,3,0,Online 
138016.7,2,0,Online 
393611.5,3,0,Online 
28973.4,1,0,Online 
716474,3,0,Online 
280750,3,0,Online 
3177977.7,3,0,Online 
22235.4,1,0,Online 
14486.7,1,0,Online 
312530.9,3,0,Online 
11230,1,0,Online 
9896886.7,3,0,Online 
309161.9,3,0,Online 
898175.4,3,0,Online 
224.6,1,0,Online 
449087.7,3,0,Online 
97027.2,2,0,Online 
265701.8,3,0,Online 
322862.5,3,0,Online 
224487.7,3,0,Online 
400911,3,0,Online 
636179.5,3,0,Online 
11230,1,0,Online 
307028.2,3,0,Online 
224487.7,3,0,Online 
4190025.3,3,0,Online 
1021930,3,0,Online 
676046,3,0,Online 
224600,3,0,Online 
125102.2,2,0,Online 
93545.9,2,0,Online 
213370,3,0,Online 
269520,3,0,Online 
76364,2,0,Online 
86021.8,2,0,Online 
1621724.3,3,0,Online 
2393674.5,3,0,Online 
952977.8,3,0,Online 
763640,3,0,Online 
6628619.8,3,0,Online 
11230,1,0,Online 
316573.7,3,0,Online 
306354.4,3,0,Online 
48738.2,1,0,Online 
1768725,3,0,Online 
56037.7,1,0,Online 
84112.7,2,0,Online 
157107.7,2,0,Online 
4941200,3,0,Online 
22235.4,1,0,Online 
996437.9,3,0,Online 
589799.6,3,0,Online 
8647.1,1,0,Online 
20101.7,1,0,Online 
2735291.1,3,0,Online 
235830,3,0,Online 
179567.7,3,0,Online 
466494.2,3,0,Online 
2656793.4,3,0,Online 
1256637,3,0,Online 
262220.5,3,0,Online 
20101.7,1,0,Online 
336787.7,3,0,Online 
859095,3,0,Online 
11230,1,0,Online 
8054156,3,0,Online 
69064.5,2,0,Online 
56037.7,1,0,Online 
168450,3,0,Online 
617650,3,0,Online 
853480,3,0,Online 
291867.7,3,0,Online 
583960,3,0,Online 
550270,3,0,Online 
896154,3,0,Online 
316236.8,3,0,Online 
785987.7,3,0,Online 
2007924,3,0,Online 
11230,1,0,Online 
4528272.9,3,0,Online 
245824.7,3,0,Online 
11230,1,0,Online 
22235.4,1,0,Online 
111738.5,2,0,Online 
774870,3,0,Online 
88717,2,0,Online 
1541991.3,3,0,Online 
100283.9,2,0,Online 
112187.7,2,0,Online 
421125,3,0,Online 
559141.7,3,0,Online 
257167,3,0,Online 
186305.7,3,0,Online 
539040,3,0,Online 
106685,2,0,Online 
112187.7,2,0,Online 
22235.4,1,0,Online 
11230,1,0,Online 
4167565.3,3,0,Online 
11230,1,0,Online 
112187.7,2,0,Online 
11230,1,0,Online 
276033.4,3,0,Online 
168450,3,0,Online 
160813.6,2,0,Online 
168450,3,0,Online 
109155.6,2,0,Online 
112187.7,2,0,Online 
22235.4,1,0,Online 
14486.7,1,0,Online 
187541,3,0,Online 
1485729,3,0,Online 
333643.3,3,0,Online 
123417.7,2,0,Online 
22235.4,1,0,Online 
1352092,3,0,Online 
238076,3,0,Online 
1195545.8,3,0,Online 
60529.7,2,0,Online 
56150,1,0,Online 
122407,2,0,Online 
344985.6,3,0,Online 
271766,3,0,Online 
133075.5,2,0,Online 
178107.8,3,0,Online 
168450,3,0,Online 
322301,3,0,Online 
117353.5,2,0,Online 
129145,2,0,Online 
14486.7,1,0,Online 
2758986.4,3,0,Online 
23807.6,1,0,Online 
112300,2,0,Online 
98936.3,2,0,Online 
11230,1,0,Online 
11230,1,0,Online 
16957.3,1,0,Online 
262782,3,0,Online 
72433.5,2,0,Online 
129145,2,0,Online 
430109,3,0,Online 
44807.7,1,0,Online 
716586.3,3,0,Online 
145877.7,2,0,Online 
17631.1,1,0,Online 
161712,2,0,Online 
3782488.6,3,0,Online 
4804980.1,3,0,Online 
539040,3,0,Online 
22235.4,1,0,Online 
316461.4,3,0,Online 
26884620,3,0,Online 
1810612.9,3,0,Online 
335552.4,3,0,Online 
22235.4,1,0,Online 
13790440,3,0,Online 
473793.7,3,0,Online 
100957.7,2,0,Online 
111177,2,0,Online 
1931560,3,0,Online 
11230,1,0,Online 
254471.8,3,0,Online 
9994.7,1,0,Online 
527810,3,0,Online 
378338.7,3,0,Online 
288049.5,3,0,Online 
5615000,3,0,Online 
157107.7,2,0,Online 
334654,3,0,Online 
168450,3,0,Online 
257167,3,0,Online 
11230,1,0,Online 
42449.4,1,0,Online 
11230,1,0,Online 
623040.4,3,0,Online 
801709.7,3,0,Online 
1428006.8,3,0,Online 
129145,2,0,Online 
649543.2,3,0,Online 
11230,1,0,Online 
86246.4,2,0,Online 
145877.7,2,0,Online 
1916174.9,3,0,Online 
27962.7,1,0,Online 
11117.7,1,0,Online 
22235.4,1,0,Online 
78497.7,2,0,Online 
1326712.2,3,0,Online 
538703.1,3,0,Online 
11230,1,1,Online 
10331.6,1,0,Online 
336675.4,3,0,Online 
127572.8,2,0,Online 
112187.7,2,0,Online 
61203.5,2,0,Online 
9994.7,1,0,Online 
14486.7,1,0,Online 
92872.1,2,0,Online 
21112.4,1,0,Online 
86471,2,0,Online 
168450,3,0,Online 
112187.7,2,0,Online 
638762.4,3,0,Online 
11117.7,1,0,Online 
9601313.1,3,0,Online 
673800,3,0,Online 
1233952.4,3,0,Online 
1419921.2,3,0,Online 
2246000,3,0,Online 
1488536.5,3,0,Online 
2234770,3,0,Online 
8362307.2,3,0,Online 
11117.7,1,0,Online 
168337.7,2,0,Online 
711420.5,3,0,Online 
707265.4,3,0,Online 
201578.5,3,0,Online 
8310.2,1,0,Online 
1076957,3,0,Online 
0,1,0,Online 
2961351,3,0,Online 
27962.7,1,0,Online 
79845.3,2,0,Online 
20101.7,1,0,Online 
81192.9,2,0,Online 
312867.8,3,0,Online 
280750,3,0,Online 
190797.7,3,0,Online 
2186930.2,3,0,Online 
1684500,3,0,Online 
112187.7,2,0,Online 
620794.4,3,0,Online 
145877.7,2,0,Online 
3119469.4,3,0,Online 
48401.3,1,0,Online 
129145,2,0,Online 
0,1,0,Online 
2504290,3,0,Online 
56150,1,0,Online 
224600,3,0,Online 
86471,2,0,Online 
1065390.1,3,0,Online 
11230000,3,0,Online 
380697,3,0,Online 
505350,3,0,Online 
594067,3,0,Online 
1021930,3,0,Online 
19461590,3,0,Online 
757575.8,3,0,Online 
1123000,3,0,Online 
277156.4,3,0,Online 
13251.4,1,0,Online 
9994.7,1,0,Online 
112187.7,2,0,Online 
148797.5,2,0,Online 
14486.7,1,0,Online 
3246143.8,3,0,Online 
530954.4,3,0,Online 
9994.7,1,0,Online 
119262.6,2,0,Online 
56150,1,0,Online 
43235.5,1,0,Online 
389793.3,3,0,Online 
562510.7,3,0,Online 
555885,3,0,Online 
158006.1,2,0,Online 
11230,1,0,Online 
22235.4,1,0,Online 
1347.6,1,0,Online 
30208.7,1,0,Online 
145653.1,2,0,Online 
11145999.6,3,0,Online 
151492.7,2,0,Online 
123417.7,2,0,Online 
1448670,3,0,Online 
1032935.4,3,0,Online 
84898.8,2,0,Online 
2155037,3,0,Online 
443697.3,3,0,Online 
56150,1,0,Online 
1078080,3,0,Online 
11230,1,0,Online 
39305,1,0,Online 
112.3,1,0,Online 
224600,3,0,Online 
26839.7,1,0,Online 
213370,3,0,Online 
898287.7,3,0,Online 
133075.5,2,0,Online 
2417594.4,3,0,Online 
763640,3,0,Online 
785987.7,3,0,Online 
745110.5,3,0,Online 
1718190,3,0,Online 
1552884.4,3,0,Online 
340942.8,3,0,Online 
322862.5,3,0,Online 
9994.7,1,0,Online 
397205.1,3,0,Online 
168450,3,0,Online 
1419921.2,3,0,Online 
11117.7,1,0,Online 
2052057.9,3,0,Online 
2860954.8,3,1,Online 
129145,2,0,Online 
1638232.4,3,0,Online 
175524.9,3,0,Online 
27962.7,1,0,Online 
10331.6,1,0,Online 
22347.7,1,0,Online 
1003962,3,0,Online 
145203.9,2,0,Online 
11230,1,0,Online 
725682.6,3,0,Online 
9994.7,1,0,Online 
1111208.5,3,0,Online 
672677,3,0,Online 
56150,1,0,Online 
2785040,3,0,Online 
699853.6,3,0,Online 
331509.6,3,0,Online 
815747.2,3,0,Online 
4659776.2,3,0,Online 
112187.7,2,0,Online 
1503023.2,3,0,Online 
157107.7,2,0,Online 
8534.8,1,0,Online 
56150,1,0,Online 
14486.7,1,0,Online 
25604.4,1,0,Online 
23807.6,1,0,Online 
833939.8,3,0,Online 
2279690,3,0,Online 
568125.7,3,0,Online 
8534.8,1,0,Online 
1021368.5,3,0,Online 
246947.7,3,0,Online 
1837115.7,3,0,Online 
151380.4,2,0,Online 
2470487.7,3,0,Online 
43909.3,1,0,Online 
157220,2,0,Online 
720629.1,3,0,Online 
22347.7,1,0,Online 
56150,1,0,Online 
50422.7,1,0,Online 
22851477.8,3,0,Online 
224487.7,3,0,Online 
207755,3,0,Online 
2515520,3,0,Online 
1965250,3,0,Online 
514670.9,3,0,Online 
4591048.6,3,0,Online 
561387.7,3,0,Online 
86134.1,2,0,Online 
148011.4,2,0,Online 
11230,1,0,Online 
100957.7,2,0,Online 
231338,3,0,Online 
1549852.3,3,0,Online 
22235.4,1,0,Online 
49299.7,1,0,Online 
111738.5,2,0,Online 
135321.5,2,0,Online 
235156.2,3,0,Online 
3078929.1,3,0,Online 
9994.7,1,0,Online 
1099417,3,0,Online 
133075.5,2,0,Online 
1830490,3,0,Online 
412590.2,3,0,Online 
30208.7,1,0,Online 
11230,1,0,Online 
1178588.5,3,0,Online 
102529.9,2,0,Online 
10713420,3,0,Online 
1055395.4,3,0,Online 
890426.7,3,0,Online 
11230,1,0,Online 
8534.8,1,0,Online 
11230,1,0,Online 
67267.7,2,0,Online 
794073.3,3,0,Online 
1212840,3,0,Online 
20101.7,1,0,Online 
1609371.3,3,0,Online 
247060,3,0,Online 
3178090,3,0,Online 
3561145.3,3,0,Online 
224038.5,3,0,Online 
33690,1,0,Online 
468515.6,3,0,Online 
50535,1,0,Online 
32791.6,1,0,Online 
11230,1,0,Online 
336900,3,0,Online 
36722.1,1,0,Online 
643254.4,3,0,Online 
448638.5,3,0,Online 
1210032.5,3,0,Online 
54802.4,1,0,Online 
112187.7,2,0,Online 
1325140,3,0,Online 
3543289.6,3,0,Online 
397542,3,0,Online 
2132015.5,3,0,Online 
33577.7,1,0,Online 
1774340,3,0,Online 
1246530,3,0,Online 
291980,3,0,Online 
11230,1,0,Online 
112187.7,2,0,Online 
1650810,3,0,Online 
6815037.8,3,0,Online 
4260437.4,3,0,Online 
4132640,3,0,Online 
22235.4,1,0,Online 
3389550.9,3,0,Online 
228867.4,3,0,Online 
224487.7,3,0,Online 
22235.4,1,0,Online 
852357,3,0,Online 
290857,3,0,Online 
16845,1,0,Online 
1123000,3,0,Online 
2251615,3,0,Online 
84112.7,2,0,Online 
7748.7,1,0,Online 
1820607.6,3,0,Online 
852244.7,3,0,Online 
480756.3,3,0,Online 
1099417,3,0,Online 
1057416.8,3,0,Online 
370590,3,0,Online 
984646.4,3,0,Online 
254471.8,3,0,Online 
5615000,3,0,Online 
3526220,3,0,Online 
168450,3,0,Online 
3199988.5,3,0,Online 
385189,3,0,Online 
29759.5,1,0,Online 
3637733.9,3,0,Online 
112300,2,0,Online 
382381.5,3,0,Online 
112187.7,2,0,Online 
443585,3,0,Online 
3335310,3,0,Online 
2694863.1,3,0,Online 
268397,3,0,Online 
80631.4,2,0,Online 
129257.3,2,0,Online 
6130457,3,0,Online 
33577.7,1,0,Online 
896154,3,0,Online 
51545.7,1,0,Online 
7992391,3,0,Online 
93545.9,2,0,Online 
1092679,3,0,Online 
8972770,3,0,Online 
298942.6,3,0,Online 
170246.8,3,0,Online 
353295.8,3,0,Online 
606420,3,0,Online 
56037.7,1,0,Online 
898400,3,0,Online 
23807.6,1,0,Online 
3151587.2,3,0,Online 
47615.2,1,0,Online 
887170,3,0,Online 
2290920,3,0,Online 
112187.7,2,0,Online 
202027.7,3,0,Online 
53904,1,0,Online 
365536.5,3,0,Online 
1235300,3,0,Online 
100957.7,2,0,Online 
12996703.6,3,0,Online 
391927,3,0,Online 
11230,1,0,Online 
4815087.1,3,0,Online 
11230,1,0,Online 
681436.4,3,0,Online 
504227,3,0,Online 
4258191.4,3,0,Online 
118925.7,2,0,Online 
8534.8,1,0,Online 
391365.5,3,0,Online 
1628350,3,0,Online 
2661510,3,0,Online 
112300,2,0,Online 
1302680,3,0,Online 
607093.8,3,0,Online 
3548680,3,0,Online 
254808.7,3,0,Online 
78610,2,0,Online 
20101.7,1,0,Online 
168450,3,0,Online 
19091,1,0,Online 
2672740,3,0,Online 
168450,3,0,Online 
16508.1,1,0,Online 
1516050,3,0,Online 
216963.6,3,0,Online 
235156.2,3,0,Online 
11230,1,0,Online 
20101.7,1,0,Online 
393050,3,0,Online 
808110.8,3,0,Online 
589238.1,3,0,Online 
4469540,3,0,Online 
50422.7,1,0,Online 
16395.8,1,0,Online 
112187.7,2,0,Online 
14486.7,1,0,Online 
9320.9,1,0,Online 
550270,3,0,Online 
422135.7,3,0,Online 
589575,3,0,Online 
112.3,1,0,Online 
1998940,3,0,Online 
9994.7,1,0,Online 
1078080,3,0,Online 
3329470.4,3,0,Online 
2021400,3,0,Online 
6041740,3,0,Online 
4720530.5,3,0,Online 
11230,1,0,Online 
107808,2,0,Online 
210450.2,3,0,Online 
1428006.8,3,0,Online 
170134.5,3,0,Online 
67380,2,0,Online 
112187.7,2,0,Online 
280188.5,3,0,Online 
38518.9,1,0,Online 
162722.7,2,0,Online 
2144930,3,0,Online 
0,1,0,Online 
1109524,3,0,Online 
30208.7,1,0,Online 
2515520,3,0,Online 
64460.2,2,0,Online 
14486.7,1,0,Online 
448638.5,3,0,Online 
8534.8,1,0,Online 
1781976.4,3,0,Online 
842250,3,0,Online 
123080.8,2,0,Online 
480756.3,3,0,Online 
982625,3,0,Online 
158904.5,2,0,Online 
168450,3,0,Online 
638987,3,0,Online 
11230,1,0,Online 
2652526,3,0,Online 
3020870,3,0,Online 
14486.7,1,0,Online 
60978.9,2,0,Online 
165867.1,2,0,Online 
169460.7,3,0,Online 
392263.9,3,0,Online 
678741.2,3,0,Online 
134760,2,0,Online 
855164.5,3,0,Online 
19185444.3,3,0,Online 
8933689.6,3,0,Online 
437970,3,0,Online 
406076.8,3,0,Online 
743538.3,3,0,Online 
123754.6,2,0,Online 
658976.4,3,0,Online 
11230,1,0,Online 
874480.1,3,0,Online 
1410824.9,3,0,Online 
1549740,3,0,Online 
242118.8,3,0,Online 
11230,1,0,Online 
1321771,3,0,Online 
11230,1,0,Online 
11230,1,0,Online 
1920330,3,0,Online 
20101.7,1,0,Online 
8647.1,1,0,Online 
4254260.9,3,0,Online 
336338.5,3,0,Online 
106572.7,2,0,Online 
159016.8,2,0,Online 
1617120,3,0,Online 
177097.1,3,0,Online 
757912.7,3,0,Online 
1886976.9,3,0,Online 
9994.7,1,0,Online 
67043.1,2,0,Online 
1166123.2,3,0,Online 
165305.6,2,0,Online 
263231.2,3,0,Online 
180803,3,0,Online 
393050,3,0,Online 
920860,3,0,Online 
8534.8,1,0,Online 
112.3,1,0,Online 
247846.1,3,0,Online 
1353888.8,3,0,Online 
1010138.5,3,0,Online 
118476.5,2,0,Online 
112187.7,2,0,Online 
168337.7,2,0,Online 
1010587.7,3,0,Online 
1549740,3,0,Online 
484125.3,3,0,Online 
522195,3,0,Online 
11230,1,0,Online 
86695.6,2,0,Online 
22235.4,1,0,Online 
27962.7,1,0,Online 
3369000,3,0,Online 
1077518.5,3,0,Online 
246610.8,3,0,Online 
298381.1,3,0,Online 
22235.4,1,0,Online 
340381.3,3,0,Online 
968362.9,3,0,Online 
212583.9,3,0,Online 
515906.2,3,0,Online 
112187.7,2,0,Online 
605297,3,0,Online 
55588.5,1,0,Online 
1860586.4,3,0,Online 
11230,1,0,Online 
8534.8,1,0,Online 
86471,2,0,Online 
235605.4,3,0,Online 
2578857.2,3,0,Online 
505237.7,3,0,Online 
112187.7,2,0,Online 
25155.2,1,0,Online 
140599.6,2,0,Online 
320055,3,0,Online 
404280,3,0,Online 
2354257.2,3,0,Online 
190685.4,3,0,Online 
19989.4,1,0,Online 
112300,2,0,Online 
111963.1,2,0,Online 
100957.7,2,0,Online 
22460,1,0,Online 
1054609.3,3,0,Online 
673238.5,3,0,Online 
40315.7,1,0,Online 
8109969.1,3,0,Online 
9994.7,1,0,Online 
8534.8,1,0,Online 
14506577.1,3,0,Online 
467504.9,3,0,Online 
22235.4,1,0,Online 
1347.6,1,0,Online 
561500,3,0,Online 
448975.4,3,0,Online 
157220,2,0,Online 
6658267,3,0,Online 
112187.7,2,0,Online 
1186449.5,3,0,Online 
167327,2,0,Online 
286252.7,3,0,Online 
167888.5,2,0,Online 
16845,1,0,Online 
224487.7,3,0,Online 
92984.4,2,0,Online 
413600.9,3,0,Online 
2411867.1,3,0,Online 
11236288.8,3,0,Online 
3613027.9,3,0,Online 
1834420.5,3,0,Online 
825405,3,0,Online 
10398980,3,0,Online 
290744.7,3,0,Online 
171819,3,0,Online 
9994.7,1,0,Online 
331958.8,3,0,Online 
145990,2,0,Online 
14486.7,1,0,Online 
220444.9,3,0,Online 
165530.2,2,0,Online 
76476.3,2,0,Online 
392488.5,3,0,Online 
1650810,3,0,Online 
112075.4,2,0,Online 
213370,3,0,Online 
853480,3,0,Online 
336900,3,0,Online 
266937.1,3,0,Online 
17069.6,1,0,Online 
117690.4,2,0,Online 
270867.6,3,0,Online 
448638.5,3,0,Online 
11230,1,0,Online 
100733.1,2,0,Online 
250092.1,3,0,Online 
0,1,0,Online 
336338.5,3,0,Online 
224.6,1,0,Online 
448638.5,3,0,Online 
188664,3,0,Online 
2021400,3,0,Online 
1156690,3,0,Online 
1841270.8,3,0,Online 
246273.9,3,0,Online 
448077,3,0,Online 
70075.2,2,0,Online 
168450,3,0,Online 
802158.9,3,0,Online 
20326.3,1,0,Online 
189787,3,0,Online 
8534.8,1,0,Online 
961849.5,3,0,Online 
2361219.8,3,0,Online 
887170,3,0,Online 
22235.4,1,0,Online 
25941.3,1,0,Online 
11230,1,0,Online 
14486.7,1,0,Online 
2577734.2,3,0,Online 
11117.7,1,0,Online 
35037.6,1,0,Online 
623265,3,0,Online 
254808.7,3,0,Online 
11230,1,0,Online 
101070,2,0,Online 
117915,2,0,Online 
9994.7,1,0,Online 
2820302.2,3,0,Online 
22617220,3,0,Online 
112075.4,2,0,Online 
11230,1,0,Online 
920860,3,0,Online 
112187.7,2,0,Online 
56150,1,0,Online 
540163,3,0,Online 
11903.8,1,0,Online 
464809.7,3,0,Online 
1842056.9,3,0,Online 
1594435.4,3,0,Online 
84225,2,0,Online 
20101.7,1,0,Online 
479408.7,3,0,Online 
11230,1,0,Online 
168450,3,0,Online 
56037.7,1,0,Online 
1789837.4,3,0,Online 
112300,2,0,Online 
314440,3,0,Online 
652687.6,3,0,Online 
6850.3,1,0,Online 
331958.8,3,0,Online 
105674.3,2,0,Online 
11230,1,0,Online 
25716.7,1,0,Online 
139476.6,2,0,Online 
14486.7,1,0,Online 
1172412,3,0,Online 
344985.6,3,0,Online 
11230,1,0,Online 
1167920,3,0,Online 
9994.7,1,0,Online 
1920330,3,0,Online 
191022.3,3,0,Online 
699292.1,3,0,Online 
2576611.2,3,0,Online 
202140,3,0,Online 
212808.5,3,0,Online 
168450,3,0,Online 
280637.7,3,0,Online 
9994.7,1,0,Online 
9332130,3,0,Online 
138241.3,2,0,Online 
20101.7,1,0,Online 
134760,2,0,Online 
91973.7,2,0,Online 
679751.9,3,0,Online 
336900,3,0,Online 
1245519.3,3,0,Online 
85011.1,2,0,Online 
729837.7,3,0,Online 
1604767,3,0,Online 
112300,2,0,Online 
481767,3,0,Online 
66706.2,2,0,Online 
1111770,3,0,Online 
8647.1,1,0,Online 
957357.5,3,0,Online 
1515937.7,3,0,Online 
681211.8,3,0,Online 
52244655.2,3,0,Online 
123417.7,2,0,Online 
482440.8,3,0,Online 
640222.3,3,0,Online 
